Minerali,per porzione,% RDA
Calcio,"8,1 mg","0,8 %"
Rame,"< 0,1 mg","2,9 %"
Ferro,"0,6 mg","4,1 %"
Magnesio,"15,7 mg","5,2 %"
Manganese,"< 0,1 mg","0,5 %"
Fosforo,"124,1 mg","17,7 %"
Potassio,"142,1 mg","7,1 %"
Selenio,"< 0,1 mg","47,8 %"
Zinco,"0,6 mg","8,5 %"
