Minerali,per porzione,% RDA
Calcio,"5,1 mg","0,5 %"
Rame,"0,1 mg","11,6 %"
Ferro,"3,7 mg","24,8 %"
Magnesio,"18,7 mg","6,2 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"179,4 mg","25,6 %"
Potassio,"261,8 mg","13,1 %"
Selenio,"< 0,1 mg","98,9 %"
Zinco,"3,2 mg","45,1 %"
