Minerali,per porzione,% RDA
Calcio,"182,7 mg","18,3 %"
Rame,"0,2 mg","18,9 %"
Ferro,"1,6 mg","10,6 %"
Magnesio,"74,0 mg","24,7 %"
Manganese,"0,8 mg","40,6 %"
Fosforo,"76,9 mg","11,0 %"
Potassio,"625,0 mg","31,2 %"
Selenio,"< 0,1 mg","11,1 %"
Zinco,"1,5 mg","20,9 %"
