Minerali,per porzione,% RDA
Calcio,"19,1 mg","1,9 %"
Rame,"< 0,1 mg","4,4 %"
Ferro,"1,0 mg","6,9 %"
Magnesio,"12,5 mg","4,2 %"
Manganese,"0,5 mg","23,0 %"
Fosforo,"21,5 mg","3,1 %"
Potassio,"58,4 mg","2,9 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,4 mg","5,4 %"
