,0,1,2,3
1,Proteine(%): tr,,,
2,Lisina:,tr,tr,
3,Istidina:,tr,tr,
4,Arginina:,tr,tr,
5,Acido aspartico:,tr,tr,
6,Treonina:,tr,tr,
7,Serina:,tr,tr,
8,Acido glutamico:,tr,tr,
9,Prolina:,tr,tr,
10,Glicina:,tr,tr,
11,Alanina:,tr,tr,
12,Cistina:,tr,tr,
13,Valina:,tr,tr,
14,Metionina:,tr,tr,
15,Isoleucina:,tr,tr,
16,Leucina:,tr,tr,
17,Tirosina:,tr,tr,
18,Fenilalanina:,tr,tr,
19,Triptofano:,tr,tr,
20,Indice Chimico:,,,
21,Aminoacido limitante:,,,
