Minerali,per porzione,% RDA
Calcio,"130,9 mg","13,1 %"
Rame,"0,4 mg","44,9 %"
Ferro,"10,5 mg","69,8 %"
Magnesio,"67,3 mg","22,4 %"
Manganese,"0,7 mg","37,4 %"
Fosforo,"415,1 mg","59,3 %"
Potassio,"718,1 mg","35,9 %"
Selenio,"< 0,1 mg","250,6 %"
Zinco,"11,2 mg","160,3 %"
