,0,1,2,3
1,Proteine(%): 18.4,,,
2,Lisina:,1617,8.79,
3,Istidina:,532,2.89,
4,Arginina:,1242,6.75,
5,Acido aspartico:,1772,9.63,
6,Treonina:,878,4.77,
7,Serina:,832,4.52,
8,Acido glutamico:,2708,14.72,
9,Prolina:,815,4.43,
10,Glicina:,994,5.4,
11,Alanina:,1128,6.13,
12,Cistina:,226,1.23,
13,Valina:,988,5.37,
14,Metionina:,537,2.92,
15,Isoleucina:,926,5.03,
16,Leucina:,1476,8.02,
17,Tirosina:,591,3.21,
18,Fenilalanina:,727,3.95,
19,Triptofano:,193,1.05,
20,Indice Chimico:,95,,
21,Aminoacido limitante:,Trip.,,
