Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (80g)
Grassi,"2,3 g","1,84 g"
- Acidi Grassi saturi,"0,6 g","0,48 g"
Carboidrati,7 g,"5,6 g"
Proteine,"6,1 g","4,88 g"
Sale,"0,1 g","0,08 g"
Sodio,"0,039 g","0,032 g"
