Valori nutrizionali,per porzione,% RDA
Valore calorico,125 kcal 521 kJ,"6,2 %"
Grassi,"< 0,1 g","0,1 %"
Grassi saturi,"< 0,1 g","< 0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,2 %"
Carboidrati,"32,5 g","12,1 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"1,3 g","1,7 %"
Fibre alimentari,"2,5 g","0,8 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"214,5 g","10,7 %"
