Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Homogenized milks,Latte UHT,Latte,Latticini
Grassi,?,"1,79 g","1,79 g","2,23 g","15,4 g"
Carboidrati,?,"4,94 g","4,94 g","4,77 g","6,1 g"
Proteine,?,"3,23 g","3,23 g","3,28 g","7,89 g"
