Valori nutrizionali,per porzione,% RDA
Valore calorico,414 kcal 1.733 kJ,"20,7 %"
Grassi,"31,4 g","48,3 %"
Grassi saturi,"8,5 g","38,5 %"
Grassi monoinsaturi,"13,0 g","44,9 %"
Grassi polinsaturi,"6,5 g","43,5 %"
Carboidrati,"0,5 g","0,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"30,7 g","42,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"185,2 mg","617,4 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"125,9 g","6,3 %"
