,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"70,30g",-
3,Carboidrati disponibili,"19,50g",-
4,Carboidrati complessi,"13,80g",-
5,Zuccheri solubili,"4,30g",-
6,Proteine,"3,40g",-
7,Grassi (Lipidi),"1,30g",-
8,Saturi totali,,-
9,Monoinsaturi totali,,-
10,Polinsaturi totali,,-
11,Colesterolo,0,-
12,Fibra totale,"1,40g",-
13,Fibra solubile,,-
14,Fibra insolubile,,-
15,Alcol (g),0,-
16,Sodio,270mg,18% RDA
17,Potassio,220mg,4.68% RDA
18,Ferro,"0,50mg",6.25% RDA
19,Calcio,4mg,0.40% RDA
20,Fosforo,79mg,11.29% RDA
21,Magnesio,ND,-
22,Zinco,"0,45mg",4.09% RDA
23,Rame,"0,05mg",5% RDA
24,Selenio,"0,70µg",1.27% RDA
25,Tiamina (Vit. B1),"0,25mg",20.83% RDA
26,Riboflavina (Vit. B2),"0,18mg",13.85% RDA
27,Niacina (Vit. B3 o PP),"0,86mg",5.38% RDA
28,Vitamina A retinolo eq.,24µg,2.67% RDA
29,Vitamina C,7mg,7.78% RDA
30,Vitamina E,"0,50mg",3.33% RDA
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
