Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (80 g (1 tranche)),Fruits based foods,Desserts,Fruits and vegetables based foods,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"0,2 g","0,16 g","-62%0,528 g","-98%10,5 g","-89%1,84 g","-98%10,7 g","-98%9,61 g"
- Acidi Grassi saturi,0 g,0 g,"-100%0,069 g","-100%6,74 g","-100%0,234 g","-100%2,36 g","-100%2,12 g"
Carboidrati,"15,5 g","12,4 g","-62%41,3 g","-48%29,6 g","-47%29,5 g","-67%47,6 g","-65%43,9 g"
- Zuccheri,15 g,12 g,"-60%37,4 g","-32%22,2 g","-44%26,6 g","+75%8,59 g","+70%8,81 g"
Fibra alimentare,"0,5 g","0,4 g","-65%1,44 g",?,"-81%2,66 g","-89%4,38 g","-88%4,06 g"
Proteine,"0,5 g","0,4 g","-56%1,14 g","-86%3,66 g","-79%2,34 g","-94%7,76 g",-93%7 g
Sale,0 g,0 g,"-100%0,019 g","-100%0,135 g","-100%0,271 g","-100%0,593 g","-100%0,533 g"
Sodio,0 g,0 g,"-100%0,007 g","-100%0,053 g","-100%0,107 g","-100%0,233 g","-100%0,21 g"
Nutrition score - France,-2,-2,"-141%4,88","-118%11,4","-204%1,92","-165%3,08","-152%3,87"
Nutri-Score,A,A,C,D,B,C,C
