Minerali,per porzione,% RDA
Calcio,"4,7 mg","0,5 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"1,7 mg","0,6 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"2,9 mg","0,4 %"
Potassio,"28,2 mg","1,4 %"
Selenio,"< 0,1 mg","< 0,1 %"
Zinco,"< 0,1 mg","0,3 %"
