,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,75%,-
2,Acqua,"81,90g",-
3,Carboidrati disponibili,"11,20g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"11,20g",-
6,Proteine,"0,90g",-
7,Grassi (Lipidi),"0,20g",-
8,Saturi totali,,-
9,Monoinsaturi totali,,-
10,Polinsaturi totali,,-
11,Colesterolo,0,-
12,Fibra totale,2g,-
13,Fibra solubile,"0,63g",-
14,Fibra insolubile,"1,38g",-
15,Alcol (g),0,-
16,Sodio,2mg,0.13% RDA
17,Potassio,270mg,5.74% RDA
18,Ferro,"0,50mg",6.25% RDA
19,Calcio,43mg,4.30% RDA
20,Fosforo,25mg,3.57% RDA
21,Magnesio,ND,-
22,Zinco,ND,-
23,Rame,ND,-
24,Selenio,ND,-
25,Tiamina (Vit. B1),"0,03mg",2.50% RDA
26,Riboflavina (Vit. B2),"0,04mg",3.08% RDA
27,Niacina (Vit. B3 o PP),"0,40mg",2.50% RDA
28,Vitamina A retinolo eq.,15µg,1.67% RDA
29,Vitamina C,7mg,7.78% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
