Minerali,per porzione,% RDA
Calcio,"3,8 mg","0,4 %"
Rame,"0,0 mg","0,0 %"
Ferro,"0,2 mg","1,1 %"
Magnesio,"2,4 mg","0,8 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"6,0 mg","0,9 %"
Potassio,"36,8 mg","1,8 %"
Selenio,"< 0,1 mg","0,6 %"
Zinco,"0,0 mg","0,0 %"
