,0,1,2,3,4,5
1,"Note Alimento: alimento interamente sostituito sinonimi: ruchetta, aruca, aruga, erba ruga",,,,,
2,Categoria merceologica: 2008 - verdure a foglia (insalata),,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",40,21,11959,,
7,"Energia, ricalcolata, kJ",104,86,,,
8,"Energia, Ric con fibra, kJ",116,86,,,
9,"Energia, ricalcolata, kcal",25,86,,,
10,"Energia, Ric con fibra, kcal",28,86,,,
11,"Proteine totali, g",26,21,11959,,
12,"Proteine animali, g",00,21,11959,,
13,"Proteine vegetali, g",26,21,11959,,
14,"Lipidi totali, g",07,21,11959,,
15,"Lipidi animali, g",00,21,11959,,
16,"Lipidi vegetali, g",07,21,11959,,
17,"Colesterolo, mg",0,21,11959,,
18,"Carboidrati disponibili (MSE), g",21,21,11959,,calcolati per differenza
19,"Amido (MSE), g",tr,09,396,,
20,"Carboidrati solubili (MSE), g",21,09,396,,"per GS e amido, assimilati i valori di Watercress (stessa famiglia, Crucifere) GD=GS, amido=tracce"
21,"Fibra alimentare totale, g",16,21,11959,,espressa come fibra totale
22,"Alcol, g",00,21,11959,,
23,"Acqua, g",917,21,11959,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",15,21,11959,,
26,"Calcio, mg",160,21,11959,,
27,"Sodio, mg",27,21,11959,,
28,"Potassio, mg",369,21,11959,,
29,"Fosforo, mg",52,21,11959,,
30,"Zinco, mg",040,21,11959,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",004,21,11959,,
33,"Vitamina B2, Riboflavina, mg",009,21,11959,,
34,"Vitamina C, mg",15,21,11959,,
35,"Niacina, mg",030,21,11959,,
36,"Vitamina B6, mg",007,21,11959,,
37,"Folati totali, µg",97,21,11959,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",237,21,11959,,
41,"Retinolo, µg",0,21,11959,,
42,"ß-carotene eq., µg",1422,21,11959,,CALC
43,"Vitamina E (ATE), mg",043,21,11959,,
44,"Vitamina D, µg",000,21,11959,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",009,21,11959,,
47,"Acidi grassi monoinsaturi totali, g",005,21,11959,,
48,"Acido oleico, g",005,21,11959,,
49,"Acidi grassi polinsaturi totali, g",032,21,11959,,
50,"Acido linoleico, g",013,21,11959,,
51,"Acido linolenico, g",017,21,11959,,
52,"Altri acidi grassi polinsaturi, g",002,86,,,
