Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Dolce,Sugary snacks
Grassi,?,"14,8 g","22,3 g"
Carboidrati,?,"66,7 g","58,8 g"
Proteine,?,5 g,"7,15 g"
