Minerali,per porzione,% RDA
Calcio,"16,9 mg","1,7 %"
Rame,"0,2 mg","20,1 %"
Ferro,"1,5 mg","10,0 %"
Magnesio,"53,2 mg","17,7 %"
Manganese,"1,4 mg","70,5 %"
Fosforo,"167,0 mg","23,9 %"
Potassio,"171,8 mg","8,6 %"
Selenio,"< 0,1 mg","103,3 %"
Zinco,"1,2 mg","16,6 %"
