Minerali,per porzione,% RDA
Calcio,"280,0 mg","28,0 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"< 0,1 mg","0,6 %"
Magnesio,"5,2 mg","1,7 %"
Manganese,"< 0,1 mg","0,3 %"
Fosforo,"200,0 mg","28,6 %"
Potassio,"26,0 mg","1,3 %"
Selenio,"< 0,1 mg","19,3 %"
Zinco,"1,4 mg","20,0 %"
