Valori nutrizionali,per porzione,% RDA
Valore calorico,54 kcal 225 kJ,"2,7 %"
Grassi,"0,5 g","0,8 %"
Grassi saturi,"0,1 g","0,5 %"
Grassi monoinsaturi,"< 0,1 g","0,3 %"
Grassi polinsaturi,"0,2 g","1,4 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"11,4 g","15,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"52,9 mg","176,3 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"33,7 g","1,7 %"
