Minerali,per porzione,% RDA
Calcio,"11,2 mg","1,1 %"
Rame,"0,2 mg","18,2 %"
Ferro,"1,9 mg","12,8 %"
Magnesio,"23,8 mg","7,9 %"
Manganese,"< 0,1 mg","2,0 %"
Fosforo,"340,2 mg","48,6 %"
Potassio,"499,8 mg","25,0 %"
Selenio,"< 0,1 mg","167,5 %"
Zinco,"3,5 mg","50,0 %"
