Minerali,per porzione,% RDA
Calcio,"26,9 mg","2,7 %"
Rame,"23,8 mg","2.376,9 %"
Ferro,"27,8 mg","185,5 %"
Magnesio,"73,9 mg","24,6 %"
Manganese,"1,7 mg","87,4 %"
Fosforo,"1.411,2 mg","201,6 %"
Potassio,"742,6 mg","37,1 %"
Selenio,"0,4 mg","1.247,7 %"
Zinco,"26,5 mg","378,7 %"
