Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"2,4 mg","215,7 %"
Vitamina B11,"< 0,1 mg","12,1 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,3 mg","20,4 %"
Vitamina B3,"3,4 mg","21,1 %"
Vitamina B5,"2,6 mg","43,3 %"
Vitamina B6,"0,3 mg","23,3 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
