Valori nutrizionali,per porzione,% RDA
Valore calorico,86 kcal 360 kJ,"4,3 %"
Grassi,"0,0 g","0,0 %"
Grassi saturi,"13,1 g","59,5 %"
Carboidrati,"13,1 g","4,9 %"
Proteine,"8,4 g","11,5 %"
Sale,"< 0,1 g","1,3 %"
