,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,85,
3,Proteine (g):,1.3,
4,Lipidi(g):,tr,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,8.1,
7,Amido (g):,0,
8,Zuccheri solubili (g):,8.1,
9,Fibra totale (g):,3.2,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,36,
14,Energia (kJ):,149,
15,Sodio (mg):,2,
16,Potassio (mg):,260,
17,Ferro (mg):,1.6,
18,Calcio (mg):,36,
19,Fosforo (mg):,48,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.03,
25,Riboflavina (mg):,0.05,
26,Niacina (mg):,0.07,
27,Vitamina A retinolo eq. (µg):,2,
28,Vitamina C (mg):,19,
29,Vitamina E (mg):,,
