Minerali,per porzione,% RDA
Calcio,"54,4 mg","5,4 %"
Rame,"0,0 mg","0,0 %"
Ferro,"0,0 mg","0,0 %"
Magnesio,"0,0 mg","0,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"544,3 mg","77,8 %"
Potassio,"0,0 mg","0,0 %"
Selenio,"< 0,1 mg","148,2 %"
Zinco,"0,0 mg","0,0 %"
