Valori nutrizionali,per porzione,% RDA
Valore calorico,553 kcal 2.317 kJ,"27,7 %"
Grassi,"15,1 g","23,2 %"
Grassi saturi,"4,5 g","20,4 %"
Grassi monoinsaturi,"5,9 g","20,3 %"
Grassi polinsaturi,"2,2 g","14,5 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"97,6 g","133,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,0 g","0,0 %"
Acqua,"329,0 g","16,5 %"
