Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (272 g),Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,"8,5 g","23,1 g","-4%8,9 g","-4%8,9 g","-4%8,86 g","-5%8,91 g","-2%8,64 g","-17%10,3 g"
- Acidi Grassi saturi,"3,4 g","9,25 g","-23%4,41 g","-23%4,41 g","-23%4,39 g","-23%4,4 g","-9%3,74 g","-38%5,48 g"
Carboidrati,"24,2 g","65,8 g","-16%28,7 g","-16%28,7 g","-16%28,7 g","-15%28,5 g","-4%25,1 g","-15%28,4 g"
- Zuccheri,"2,2 g","5,98 g","-21%2,77 g","-21%2,77 g","-19%2,73 g","-21%2,79 g","-38%3,53 g","-79%10,4 g"
Fibra alimentare,2 g,"5,44 g","-9%2,19 g","-9%2,19 g","-7%2,16 g","-7%2,15 g","-13%2,3 g","-7%2,16 g"
Proteine,"11,1 g","30,2 g","+12%9,94 g","+12%9,94 g","+11%9,98 g","+13%9,84 g","+32%8,41 g","+45%7,65 g"
Sale,"1,5 g","4,08 g","+19%1,26 g","+19%1,26 g","+19%1,26 g","+20%1,25 g","+35%1,11 g","+84%0,814 g"
Sodio,"0,591 g","1,61 g","+19%0,496 g","+19%0,496 g","+19%0,496 g","+20%0,492 g","+35%0,437 g","+84%0,32 g"
Nutrition score - France,9,9,"+21%7,42","+21%7,42","+20%7,52","+21%7,42","+40%6,45","-6%9,54"
Nutri-Score,C,C,C,C,C,C,C,C
