,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,2.2,
3,Proteine (g):,6.6,
4,Lipidi(g):,7.9,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,84.8,
7,Amido (g):,60.3,
8,Zuccheri solubili (g):,18.5,
9,Fibra totale (g):,2.6,
10,Fibra solubile (g):,1.32,
11,Fibra insolubile (g):,1.32,
12,Alcol (g):,0,
13,Energia (kcal):,416,
14,Energia (kJ):,1738,
15,Sodio (mg):,410,
16,Potassio (mg):,140,
17,Ferro (mg):,0.9,
18,Calcio (mg):,22,
19,Fosforo (mg):,157,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.08,
25,Riboflavina (mg):,0.19,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,tr,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
