Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"27,9 g"
- Acidi Grassi saturi,"17,5 g"
Carboidrati,53 g
- Zuccheri,36 g
Fibra alimentare,0 g
Proteine,"5,3 g"
Sale,"0,44 g"
Sodio,"0,173 g"
Nutrition score - France,24
Nutri-Score,E
