0,1,2
Parte edibile,100.00,%
Acqua,10.95,g
Proteine,14.76,g
Carboidrati,55.16,g
di cui,,
zuccheri solubili,,g
amido,,g
Grassi,2.50,g
di cui,,
saturi,0.28,g
monoinsaturi,0.30,g
polinsaturi,1.11,g
Fibra totale,14.60,g
di cui,,
fibra solubile,,g
fibra insolubile,,g
Colesterolo,0.00,mg
Sodio,6.00,mg
Alcool,,g
Acido Fitico,,mg
