Minerali,per porzione,% RDA
Calcio,"1,0 mg","0,1 %"
Rame,"< 0,1 mg","0,8 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"1,0 mg","0,3 %"
Manganese,"< 0,1 mg","1,1 %"
Fosforo,"3,9 mg","0,6 %"
Potassio,"4,5 mg","0,2 %"
Selenio,"< 0,1 mg","0,6 %"
Zinco,"< 0,1 mg","0,4 %"
