Minerali,per porzione,% RDA
Calcio,"46,1 mg","4,6 %"
Rame,"0,2 mg","22,9 %"
Ferro,"2,9 mg","19,5 %"
Magnesio,"28,8 mg","9,6 %"
Manganese,"0,3 mg","16,0 %"
Fosforo,"198,7 mg","28,4 %"
Potassio,"269,3 mg","13,5 %"
Selenio,"< 0,1 mg","28,3 %"
Zinco,"0,6 mg","8,6 %"
