Minerali,per porzione,% RDA
Calcio,"23,0 mg","2,3 %"
Rame,"< 0,1 mg","6,1 %"
Ferro,"0,9 mg","6,1 %"
Magnesio,"16,0 mg","5,3 %"
Manganese,"< 0,1 mg","1,7 %"
Fosforo,"140,0 mg","20,0 %"
Potassio,"268,0 mg","13,4 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,6 mg","22,4 %"
