Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Latte parzialmente scremato,Latte,Latticini
Grassi,?,"1,59 g","2,23 g","15,4 g"
Carboidrati,?,"4,86 g","4,77 g","6,1 g"
Proteine,?,"3,27 g","3,28 g","7,89 g"
