,0,1,2,3,4,5
1,"Note Alimento: Nome originale ""Stock cubes, vegetables"". Prodotto alimentare ottenuto per essicazione dell'estratto di brodo (ottenuto per idrolisi di proteine di origine vegetale (cereali, legumi, vegetali in genere) e possono contentere come sostanze aggiunte: grasso idrogenato alimentare, sale, sostanze aromatizzanti, droghe (DPR n. 567 del 30.05.1953).",,,,,
2,"Categoria merceologica: 24005 - dadi, gelatina alimentare, estratti e prodotti a base di glutammato",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,M,370,,
7,"Energia, ricalcolata, kJ",1055,86,,,
8,"Energia, Ric con fibra, kJ",1055,86,,,
9,"Energia, ricalcolata, kcal",253,86,,,
10,"Energia, Ric con fibra, kcal",253,86,,,
11,"Proteine totali, g",13.5,M,370,,
12,"Proteine animali, g",0.0,M,370,,
13,"Proteine vegetali, g",13.5,M,370,,
14,"Lipidi totali, g",17.3,M,370,,
15,"Lipidi animali, g",0.0,M,370,,
16,"Lipidi vegetali, g",17.3,M,370,,
17,"Colesterolo, mg",0,M,370,,
18,"Carboidrati disponibili (MSE), g",11.6,M,370,,
19,"Amido (MSE), g",9.4,M,370,,
20,"Carboidrati solubili (MSE), g",2.2,M,370,,
21,"Fibra alimentare totale, g",tr,M,370,,
22,"Alcol, g",0.0,M,370,,
23,"Acqua, g",5.7,M,370,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",2.8,M,370,,
26,"Calcio, mg",47,M,370,,
27,"Sodio, mg",16800,M,370,,
28,"Potassio, mg",390,M,370,,
29,"Fosforo, mg",120,M,370,,
30,"Zinco, mg",0.40,M,370,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",5.18,16,06101,2,
33,"Vitamina B2, Riboflavina, mg",0.45,16,06101,2,
34,"Vitamina C, mg",0,M,370,,
35,"Niacina, mg",2.20,16,06101,2,
36,"Vitamina B6, mg",0.10,16,06101,2,
37,"Folati totali, µg",30,16,06101,2,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",15,16,06101,2,
41,"Retinolo, µg",0,16,06101,3B,
42,"ß-carotene eq., µg",90,16,06101,3B,
43,"Vitamina E (ATE), mg",5.20,AN,06101,2,
44,"Vitamina D, µg",0.00,M,370,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",4.33,16,06101,,"""Soup, cream of vegetable, dehydrated, dry"" lip=24.1g"
47,"Acidi grassi monoinsaturi totali, g",7.70,16,06101,,
48,"Acido oleico, g",7.70,16,06101,,
49,"Acidi grassi polinsaturi totali, g",4.52,16,06101,,
50,"Acido linoleico, g",4.24,16,06101,,
51,"Acido linolenico, g",0.28,16,06101,,
52,"Altri acidi grassi polinsaturi, g",0.00,86,,,
