Valori nutrizionali,per porzione,% RDA
Valore calorico,468 kcal 1.959 kJ,"23,4 %"
Grassi,"52,0 g","80,0 %"
Grassi saturi,"7,9 g","35,9 %"
Grassi monoinsaturi,"11,1 g","38,3 %"
Grassi polinsaturi,"28,2 g","187,9 %"
Carboidrati,"3,5 g","1,3 %"
Zuccheri,"3,5 g","6,9 %"
Proteine,"1,1 g","1,5 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"21,0 mg","70,0 %"
Sodio,"0,7 g","0,1 %"
Acqua,"41,4 g","2,1 %"
