Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (42 g)
Grassi,"11,8 g","4,96 g"
- Acidi Grassi saturi,"3,8 g","1,6 g"
Carboidrati,"46,8 g","19,7 g"
- Zuccheri,"18,6 g","7,81 g"
Fibra alimentare,"3,9 g","1,64 g"
Proteine,"8,3 g","3,49 g"
Sale,"0,75 g","0,315 g"
Sodio,"0,295 g","0,124 g"
Nutrition score - France,10,10
Nutri-Score,C,C
