Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"1,6 g"
- Acidi Grassi saturi,"0,37 g"
Carboidrati,"20,6 g"
- Zuccheri,"18,9 g"
Proteine,"3,4 g"
Sale,"0,2 g"
Sodio,"0,079 g"
Nutrition score - France,3
Nutri-Score,C
