Valori nutrizionali,per porzione,% RDA
Valore calorico,626 kcal 2.621 kJ,"31,3 %"
Grassi,"43,0 g","66,1 %"
Grassi saturi,"14,9 g","67,7 %"
Grassi monoinsaturi,"20,2 g","69,8 %"
Grassi polinsaturi,"4,5 g","29,7 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"55,7 g","76,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"337,3 mg","1.124,2 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"131,4 g","6,6 %"
