Valori nutrizionali,per porzione,% RDA
Valore calorico,379 kcal 1.589 kJ,"19,0 %"
Grassi,"23,0 g","35,3 %"
Grassi saturi,"3,8 g","17,3 %"
Grassi monoinsaturi,"6,3 g","21,6 %"
Grassi polinsaturi,"11,1 g","73,7 %"
Carboidrati,"39,7 g","14,8 %"
Zuccheri,"4,9 g","9,9 %"
Proteine,"3,5 g","4,8 %"
Fibre alimentari,"2,5 g","0,8 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,7 g","0,1 %"
Acqua,"22,3 g","1,1 %"
