Valori nutrizionali,per porzione,% RDA
Valore calorico,331 kcal 1.387 kJ,"16,6 %"
Grassi,"15,6 g","24,0 %"
Grassi saturi,"3,8 g","17,3 %"
Grassi monoinsaturi,"6,7 g","23,2 %"
Grassi polinsaturi,"4,2 g","27,8 %"
Carboidrati,"46,4 g","17,3 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"3,0 g","4,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"59,1 g","3,0 %"
