Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (340g),Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,"8,2 g","27,9 g","-8%8,9 g","-8%8,9 g","-7%8,86 g","-8%8,91 g","-5%8,64 g","-20%10,3 g"
- Acidi Grassi saturi,"3,3 g","11,2 g","-25%4,41 g","-25%4,41 g","-25%4,39 g","-25%4,4 g","-12%3,74 g","-40%5,48 g"
Carboidrati,28 g,"95,2 g","-2%28,7 g","-2%28,7 g","-2%28,7 g","-2%28,5 g","+12%25,1 g","-1%28,4 g"
- Zuccheri,"2,2 g","7,48 g","-21%2,77 g","-21%2,77 g","-19%2,73 g","-21%2,79 g","-38%3,53 g","-79%10,4 g"
Fibra alimentare,"2,1 g","7,14 g","-4%2,19 g","-4%2,19 g","-3%2,16 g","-2%2,15 g","-9%2,3 g","-3%2,16 g"
Proteine,11 g,"37,4 g","+11%9,94 g","+11%9,94 g","+10%9,98 g","+12%9,84 g","+31%8,41 g","+44%7,65 g"
Sale,"1,3 g","4,42 g","+3%1,26 g","+3%1,26 g","+3%1,26 g","+4%1,25 g","+17%1,11 g","+60%0,814 g"
Sodio,"0,512 g","1,74 g","+3%0,496 g","+3%0,496 g","+3%0,496 g","+4%0,492 g","+17%0,437 g","+60%0,32 g"
Nutrition score - France,3,3,"-60%7,42","-60%7,42","-60%7,52","-60%7,42","-53%6,45","-69%9,54"
Nutri-Score,C,C,C,C,C,C,C,C
