Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,17 g
- Acidi Grassi saturi,"1,7 g"
- Acidi grassi trans,0 g
- Colesterolo,0 mg
Carboidrati,"9,3 g"
- Zuccheri,"1,5 g"
Fibra alimentare,"1,4 g"
Proteine,"2,9 g"
Sale,"2,7 g"
Sodio,"1,063 g"
Vitamina A (Retinolo),0 µg
Vitamina C (Acido ascorbico),"1,1 mg"
Calcio,4 mg
Ferro,"0,06 mg"
"Fruits, vegetables and nuts (estimate from ingredients list)",64 %
Nutrition score - France,10
Nutri-Score,C
