Minerali,per porzione,% RDA
Calcio,"2,1 mg","0,2 %"
Rame,"< 0,1 mg","0,9 %"
Ferro,"0,4 mg","2,4 %"
Magnesio,"3,9 mg","1,3 %"
Manganese,"0,6 mg","30,0 %"
Fosforo,"3,0 mg","0,4 %"
Potassio,"23,8 mg","1,2 %"
Selenio,"< 0,1 mg","3,3 %"
Zinco,"< 0,1 mg","0,9 %"
