,0,1
1,Lipidi totali(%): 3.2,
2,Saturi totali (%):,1.13
3,C4:0÷C10:0,0
4,C12:0,0.16
5,C14:0,
6,C16:0,0.6
7,C18:0,0.37
8,C20:0,0
9,C22:0,0
10,Monoinsaturi totali (%):,0.53
11,C14:1,0
12,C16:1,
13,C18:1,0.53
14,C20:1,0
15,C22:1,0
16,Polinsaturi totali (%):,1.26
17,C18:2,0.82
18,C18:3,0.11
19,C20:4,0.24
20,C20:5,0.03
21,C22:6,0
22,Rapporto Polinsaturi/Saturi:,1.1
