,0,1,2,3
1,Proteine(%): 20.2,,,
2,Lisina:,1697,8.4,
3,Istidina:,701,3.47,
4,Arginina:,1270,6.29,
5,Acido aspartico:,2066,10.23,
6,Treonina:,909,4.5,
7,Serina:,826,4.09,
8,Acido glutamico:,2994,14.82,
9,Prolina:,846,4.19,
10,Glicina:,1040,5.15,
11,Alanina:,1242,6.15,
12,Cistina:,242,1.2,
13,Valina:,1173,5.81,
14,Metionina:,545,2.7,
15,Isoleucina:,1042,5.16,
16,Leucina:,1589,7.87,
17,Tirosina:,644,3.19,
18,Fenilalanina:,739,3.66,
19,Triptofano:,222,1.1,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
