Minerali,per porzione,% RDA
Calcio,"277,2 mg","27,7 %"
Rame,"0,3 mg","34,8 %"
Ferro,"4,3 mg","28,9 %"
Magnesio,"28,1 mg","9,4 %"
Manganese,"0,3 mg","15,8 %"
Fosforo,"297,0 mg","42,4 %"
Potassio,"242,6 mg","12,1 %"
Selenio,"< 0,1 mg","160,6 %"
Zinco,"1,7 mg","23,6 %"
