0,1
Grassi saturi totali,4.14
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.45
C16:0 (palmitico),2.71
C18:0 (stearico),0.68
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,10.51
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.54
C18:1 (oleico),9.76
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,4.52
C18:2 W6 (linoleico),0.80
C18:3 W3 (linolenico),0.43
C20:4 W6 (arachidonico),0.65
C20:5 W3 (eicosapentaenoico - EPA),0.91
C22:6 W3 (docosaesaenoico - DHA),1.53
Rapporto Polinsaturi/Saturi,1.10
