Minerali,per porzione,% RDA
Calcio,"17,5 mg","1,8 %"
Rame,"0,1 mg","11,3 %"
Ferro,"0,8 mg","5,2 %"
Magnesio,"15,0 mg","5,0 %"
Manganese,"1,0 mg","51,6 %"
Fosforo,"15,0 mg","2,1 %"
Potassio,"152,5 mg","7,6 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,2 mg","2,1 %"
