Minerali,per porzione,% RDA
Calcio,"174,9 mg","17,5 %"
Rame,"0,3 mg","28,3 %"
Ferro,"2,1 mg","13,8 %"
Magnesio,"47,7 mg","15,9 %"
Manganese,"1,3 mg","63,6 %"
Fosforo,"333,9 mg","47,7 %"
Potassio,"618,5 mg","30,9 %"
Selenio,"< 0,1 mg","66,8 %"
Zinco,"1,0 mg","14,1 %"
