Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (380 g),Pizza surgelata,Frozen pizzas and pies,Pizzas,Pizzas pies and quiches,Meals,Frozen foods
Grassi,"10,3 g","39,1 g","+16%8,9 g","+16%8,9 g","+16%8,86 g","+16%8,91 g","+19%8,64 g","0%10,3 g"
- Acidi Grassi saturi,"5,4 g","20,5 g","+22%4,41 g","+22%4,41 g","+23%4,39 g","+22%4,41 g","+44%3,74 g","-1%5,48 g"
Carboidrati,"27,3 g",104 g,"-5%28,7 g","-5%28,7 g","-5%28,7 g","-4%28,5 g","+9%25,1 g","-4%28,4 g"
- Zuccheri,"0,6 g","2,28 g","-78%2,77 g","-78%2,77 g","-78%2,73 g","-78%2,79 g","-83%3,53 g","-94%10,4 g"
Fibra alimentare,"2,4 g","9,12 g","+10%2,19 g","+10%2,19 g","+11%2,16 g","+12%2,15 g","+4%2,3 g","+11%2,16 g"
Proteine,"11,5 g","43,7 g","+16%9,94 g","+16%9,94 g","+15%9,98 g","+17%9,84 g","+37%8,41 g","+50%7,65 g"
Sale,1 g,"3,8 g","-21%1,26 g","-21%1,26 g","-21%1,26 g","-20%1,25 g","-10%1,11 g","+23%0,814 g"
Sodio,"0,394 g","1,5 g","-21%0,496 g","-21%0,496 g","-21%0,496 g","-20%0,492 g","-10%0,437 g","+23%0,32 g"
Nutrition score - France,9,9,"+21%7,42","+21%7,42","+20%7,52","+21%7,42","+40%6,45","-6%9,54"
Nutri-Score,C,C,C,C,C,C,C,C
