Minerali,per porzione,% RDA
Calcio,"10,9 mg","1,1 %"
Rame,"< 0,1 mg","8,1 %"
Ferro,"0,2 mg","1,6 %"
Magnesio,"11,3 mg","3,8 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"23,2 mg","3,3 %"
Potassio,"62,3 mg","3,1 %"
Selenio,"< 0,1 mg","1,3 %"
Zinco,"0,3 mg","3,7 %"
