Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"1,5 g"
- Acidi Grassi saturi,"0,4 g"
Carboidrati,62 g
- Zuccheri,"3,5 g"
Fibra alimentare,10 g
Proteine,12 g
Sale,"0,01 g"
Sodio,"0,004 g"
Nutrition score - France,-6
Nutri-Score,A
