Minerali,per porzione,% RDA
Calcio,"23,5 mg","2,4 %"
Rame,"0,2 mg","16,2 %"
Ferro,"0,6 mg","4,2 %"
Magnesio,"40,0 mg","13,3 %"
Manganese,"0,2 mg","10,9 %"
Fosforo,"61,1 mg","8,7 %"
Potassio,"674,5 mg","33,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,4 mg","5,4 %"
