Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Pani,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,6 g,"-25%8,05 g","-3%6,21 g","-44%10,7 g","-38%9,61 g"
- Acidi Grassi saturi,3 g,"+36%2,2 g","+79%1,68 g","+28%2,35 g","+42%2,11 g"
Carboidrati,71 g,"+21%58,6 g","+19%59,9 g","+49%47,6 g","+62%43,9 g"
- Zuccheri,8 g,"+146%3,25 g","+22%6,57 g","-7%8,57 g","-9%8,8 g"
Fibra alimentare,"4,5 g","-3%4,64 g","-4%4,71 g","+3%4,35 g","+12%4,03 g"
Proteine,11 g,"+22%9,02 g","+16%9,47 g","+42%7,75 g","+58%6,98 g"
Sale,"1,199 g","-31%1,74 g","+64%0,732 g","+102%0,594 g","+125%0,534 g"
Sodio,"0,472 g","-31%0,685 g","+64%0,288 g","+102%0,234 g","+125%0,21 g"
Nutrition score - France,8,"+1%7,89","+160%3,08","+158%3,1","+106%3,88"
Nutri-Score,C,C,C,C,C
