Minerali,per porzione,% RDA
Calcio,"26,0 mg","2,6 %"
Rame,"0,6 mg","57,0 %"
Ferro,"2,5 mg","16,7 %"
Magnesio,"49,0 mg","16,3 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"133,0 mg","19,0 %"
Potassio,"173,0 mg","8,7 %"
Selenio,"< 0,1 mg","115,3 %"
Zinco,"2,8 mg","40,0 %"
