,0,1,2,3
1,Proteine(%): 17,,,
2,Lisina:,1375,7.9,
3,Istidina:,783,4.5,
4,Arginina:,1322,7.6,
5,Acido aspartico:,2053,11.8,
6,Treonina:,992,5.7,
7,Serina:,783,4.5,
8,Acido glutamico:,2749,15.8,
9,Prolina:,261,1.5,
10,Glicina:,1044,6,
11,Alanina:,1340,7.7,
12,Cistina:,,,
13,Valina:,1357,7.8,
14,Metionina:,470,2.7,
15,Isoleucina:,957,5.5,
16,Leucina:,1636,9.4,
17,Tirosina:,609,3.5,
18,Fenilalanina:,731,4.2,
19,Triptofano:,,,
20,Indice Chimico:,,,
21,Aminoacido limitante:,,,
