,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"35,50g",-
3,Carboidrati disponibili,"1,50g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"1,50g",-
6,Proteine,"26,70g",-
7,Grassi (Lipidi),"31,10g",-
8,Saturi totali,"9,88g",-
9,Monoinsaturi totali,"13,24g",-
10,Polinsaturi totali,"5,57g",-
11,Colesterolo,90mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,1497mg,99.80% RDA
17,Potassio,452mg,9.62% RDA
18,Ferro,"1,50mg",18.75% RDA
19,Calcio,32mg,3.20% RDA
20,Fosforo,356mg,50.86% RDA
21,Magnesio,25mg,5.95% RDA
22,Zinco,"3,50mg",31.82% RDA
23,Rame,"0,13mg",13% RDA
24,Selenio,"3,10µg",5.64% RDA
25,Tiamina (Vit. B1),"0,24mg",20% RDA
26,Riboflavina (Vit. B2),"0,21mg",16.15% RDA
27,Niacina (Vit. B3 o PP),"2,50mg",15.63% RDA
28,Vitamina A retinolo eq.,Tracce,0% RDA
29,Vitamina C,0mg,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
