Minerali,per porzione,% RDA
Calcio,"207,0 mg","20,7 %"
Rame,"0,1 mg","11,9 %"
Ferro,"< 0,1 mg","0,6 %"
Magnesio,"19,5 mg","6,5 %"
Manganese,"< 0,1 mg","4,8 %"
Fosforo,"163,5 mg","23,4 %"
Potassio,"265,5 mg","13,3 %"
Selenio,"< 0,1 mg","14,0 %"
Zinco,"1,0 mg","14,4 %"
