Valori nutrizionali,per porzione,% RDA
Valore calorico,69 kcal 289 kJ,"3,5 %"
Grassi,"0,5 g","0,8 %"
Grassi saturi,"0,4 g","2,0 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"< 0,1 g","< 0,1 %"
Carboidrati,"11,1 g","4,1 %"
Zuccheri,"10,8 g","21,5 %"
Proteine,"4,9 g","6,8 %"
Fibre alimentari,"0,3 g","0,1 %"
Colesterolo,"2,9 mg","9,8 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"2,7 g","0,1 %"
