Minerali,per porzione,% RDA
Calcio,"4,0 mg","0,4 %"
Rame,"< 0,1 mg","0,9 %"
Ferro,"< 0,1 mg","0,2 %"
Magnesio,"2,5 mg","0,8 %"
Manganese,"< 0,1 mg","0,4 %"
Fosforo,"9,5 mg","1,4 %"
Potassio,"21,4 mg","1,1 %"
Selenio,"< 0,1 mg","0,5 %"
Zinco,"< 0,1 mg","0,6 %"
