Minerali,per porzione,% RDA
Calcio,"35,8 mg","3,6 %"
Rame,"0,2 mg","19,7 %"
Ferro,"3,2 mg","21,5 %"
Magnesio,"53,8 mg","17,9 %"
Manganese,"< 0,1 mg","2,2 %"
Fosforo,"422,4 mg","60,3 %"
Potassio,"614,4 mg","30,7 %"
Selenio,"< 0,1 mg","191,1 %"
Zinco,"3,9 mg","56,3 %"
